SpatialDim,ParentLocation,TimeDim,PM25_mean,PM25_lower_CI,PM25_upper_CI
MEX,Americas,2016,21.20562,19.75749,23.15363
MEX,Americas,2017,20.43847,18.50422,22.80595
MEX,Americas,2018,18.75159,17.54964,19.9187
MEX,Americas,2019,17.82781,16.3319,19.65024
MHL,Western Pacific,2010,7.2692,2.93437,15.63808
MHL,Western Pacific,2011,7.07336,2.96565,14.90131
MHL,Western Pacific,2012,7.1185,3.00622,15.0361
MHL,Western Pacific,2013,7.2102,3.08918,15.39558
MHL,Western Pacific,2014,6.97074,2.67045,14.6172
MHL,Western Pacific,2015,7.10208,2.84604,14.53113
MHL,Western Pacific,2016,7.2666,2.68833,15.16203
MHL,Western Pacific,2017,7.14984,2.6154,14.80979
MHL,Western Pacific,2018,7.14241,2.69627,15.36463
MHL,Western Pacific,2019,7.21485,2.62062,15.19696
MKD,Europe,2010,34.53379,32.32369,37.89735
MKD,Europe,2011,36.51749,34.12826,39.83784
MKD,Europe,2012,33.87751,31.22712,36.75003
MKD,Europe,2013,30.87741,28.8858,33.51451
MKD,Europe,2014,30.38281,28.57855,33.0388
MKD,Europe,2015,29.51055,27.67908,32.20427
MKD,Europe,2016,28.22692,26.46783,31.00161
MKD,Europe,2017,29.25548,27.29786,31.81351
MKD,Europe,2018,30.05632,28.14278,32.72295
MKD,Europe,2019,25.16804,23.55795,27.13473
MLI,Africa,2010,39.03671,14.85926,87.95232
MLI,Africa,2011,38.28989,14.77706,85.04768
MLI,Africa,2012,39.78941,15.05169,90.60793
MLI,Africa,2013,36.20615,14.40405,76.80982
MLI,Africa,2014,38.38143,14.761,84.32367
MLI,Africa,2015,40.77241,15.25752,93.67715
MLI,Africa,2016,40.08283,15.10452,90.2575
MLI,Africa,2017,40.3369,15.17427,91.08119
MLI,Africa,2018,39.82185,15.05099,88.75271
MLI,Africa,2019,38.54882,14.7955,83.34134
MLT,Europe,2010,17.17263,15.73521,19.10092
MLT,Europe,2011,16.46377,15.13679,18.26949
MLT,Europe,2012,14.39201,13.24038,15.90748
MLT,Europe,2013,14.31433,13.1606,15.90739
MLT,Europe,2014,13.8986,12.77965,15.4318
MLT,Europe,2015,13.853,12.71316,15.34682
MLT,Europe,2016,13.26847,12.15817,14.69082
MLT,Europe,2017,12.60381,11.55399,13.95811
MLT,Europe,2018,13.79236,12.6636,15.2671
MLT,Europe,2019,12.93003,11.84088,14.32034
MMR,South-East Asia,2010,29.45053,23.88366,36.98573
MMR,South-East Asia,2011,26.63846,22.31739,31.80746
MMR,South-East Asia,2012,28.51278,24.27494,32.84521
MMR,South-East Asia,2013,29.31366,25.42946,33.73106
MMR,South-East Asia,2014,26.07728,22.69087,29.59749
MMR,South-East Asia,2015,26.52866,22.68331,30.8019
MMR,South-East Asia,2016,29.2509,25.27499,34.70255
MMR,South-East Asia,2017,25.92626,22.21928,29.66151
MMR,South-East Asia,2018,26.0426,22.40217,30.52263
MMR,South-East Asia,2019,27.16498,23.4826,30.97188
MNE,Europe,2010,26.08957,23.24792,29.9681
MNE,Europe,2011,27.20885,24.31143,31.38144
MNE,Europe,2012,26.83415,23.53622,31.21394
MNE,Europe,2013,23.39572,20.91303,26.68928
MNE,Europe,2014,23.25985,20.8698,26.72252
MNE,Europe,2015,22.49954,20.12484,25.96624
MNE,Europe,2016,21.48403,19.21737,24.73053
MNE,Europe,2017,22.66356,20.08937,26.14771
MNE,Europe,2018,23.34584,20.79425,26.94355
MNE,Europe,2019,19.29617,17.34368,22.20367
MNG,Western Pacific,2010,45.20481,33.155,59.79518
MNG,Western Pacific,2011,51.57723,38.50291,69.82998
MNG,Western Pacific,2012,52.19057,37.71976,71.51769
MNG,Western Pacific,2013,48.76769,35.89755,64.56288
MNG,Western Pacific,2014,47.14049,33.7459,61.55994
MNG,Western Pacific,2015,47.78887,33.39006,62.15099
MNG,Western Pacific,2016,47.50225,34.59891,62.1428
MNG,Western Pacific,2017,45.49607,32.90698,58.99878
MNG,Western Pacific,2018,44.03985,33.31918,58.18684
MNG,Western Pacific,2019,41.30377,30.67706,53.49822
MOZ,Africa,2010,16.64926,8.54007,26.72765
MOZ,Africa,2011,16.31307,8.52878,26.08261
MOZ,Africa,2012,16.46958,8.518,26.44355
MOZ,Africa,2013,16.65098,8.54797,26.68697
MOZ,Africa,2014,16.6766,8.5956,26.76283
MOZ,Africa,2015,16.68126,8.58581,26.99214
MOZ,Africa,2016,16.42798,8.45844,26.13284
MOZ,Africa,2017,16.25737,8.49622,25.75279
MOZ,Africa,2018,16.6806,8.57494,26.76307
MOZ,Africa,2019,16.44818,8.55241,26.26218
MRT,Africa,2010,38.90393,16.39494,83.2929
MRT,Africa,2011,41.32036,17.17976,90.2002
MRT,Africa,2012,42.27807,17.50226,93.13001
MRT,Africa,2013,40.30183,17.0873,86.80444
MRT,Africa,2014,40.80888,17.22294,87.95827
MRT,Africa,2015,43.67907,18.10376,97.10238
MRT,Africa,2016,42.42518,17.8031,92.83677
MRT,Africa,2017,43.42366,18.13845,95.80472
MRT,Africa,2018,42.58011,17.93192,92.81238
MRT,Africa,2019,41.98461,17.85688,90.84156
MUS,Africa,2010,10.59822,8.41676,12.99015
MUS,Africa,2011,10.54148,8.34604,12.92011
MUS,Africa,2012,10.59407,8.40579,12.9808
MUS,Africa,2013,10.63984,8.45635,13.03456
MUS,Africa,2014,10.65525,8.47132,13.05127
MUS,Africa,2015,10.75079,8.58122,13.16543
MUS,Africa,2016,10.73204,8.5561,13.14062
MUS,Africa,2017,10.35147,8.1033,12.71869
MUS,Africa,2018,10.44866,8.2161,12.81849
MUS,Africa,2019,10.48182,8.2528,12.84361
MWI,Africa,2010,18.7213,6.23551,38.18315
MWI,Africa,2011,18.84669,6.24685,38.94072
MWI,Africa,2012,18.96952,6.25719,39.3039
MWI,Africa,2013,18.72721,6.2351,38.05944
MWI,Africa,2014,18.71457,6.22818,38.07161
MWI,Africa,2015,18.80413,6.2545,38.46345
MWI,Africa,2016,18.58392,6.21353,37.57074
MWI,Africa,2017,18.47615,6.18618,37.26178
MWI,Africa,2018,18.60764,6.2052,37.58493
MWI,Africa,2019,18.56954,6.19959,37.49268
MYS,Western Pacific,2010,22.67492,18.7714,26.86605
MYS,Western Pacific,2011,21.03622,18.48908,23.79259
MYS,Western Pacific,2012,22.27061,19.91963,24.64969
MYS,Western Pacific,2013,23.17544,20.90755,25.36832
MYS,Western Pacific,2014,20.80653,19.40707,22.51032
MYS,Western Pacific,2015,21.43982,19.58838,23.56801
MYS,Western Pacific,2016,22.88744,21.03182,24.96753
MYS,Western Pacific,2017,20.3758,18.69108,22.39125
MYS,Western Pacific,2018,20.49619,18.51389,22.75702
MYS,Western Pacific,2019,21.52164,20.55148,22.80059
NAM,Africa,2010,11.93522,6.18205,19.06079
NAM,Africa,2011,12.0992,6.18031,19.50358
NAM,Africa,2012,12.16913,6.19071,19.65392
NAM,Africa,2013,11.85483,6.23846,18.66553
NAM,Africa,2014,11.9326,6.24751,18.88578
NAM,Africa,2015,11.87753,6.25922,18.86858
NAM,Africa,2016,11.90338,6.2883,18.89484
NAM,Africa,2017,11.97733,6.30703,19.04216
NAM,Africa,2018,11.88239,6.31584,18.9277
NAM,Africa,2019,11.81074,6.3195,18.87753
NER,Africa,2010,49.54739,21.16752,98.6116
NER,Africa,2011,49.57459,21.24991,98.70857
NER,Africa,2012,49.83186,21.38548,99.26642
NER,Africa,2013,47.72282,21.15462,93.27779
NER,Africa,2014,48.79553,21.37908,96.196
NER,Africa,2015,52.86639,22.06723,107.86666
NER,Africa,2016,52.51137,22.05351,106.9769
NER,Africa,2017,52.41127,22.13731,106.83166
NER,Africa,2018,50.74433,21.94182,101.53981
NER,Africa,2019,50.15037,21.92214,99.90229
NGA,Africa,2010,52.84583,36.0805,72.37313
NGA,Africa,2011,53.70578,36.42047,73.87517
NGA,Africa,2012,54.53055,36.78116,75.26231
NGA,Africa,2013,52.88635,36.29004,72.43572
NGA,Africa,2014,53.95678,36.76377,74.10301
NGA,Africa,2015,57.2825,37.85859,79.98029
NGA,Africa,2016,57.1711,37.88991,79.66751
NGA,Africa,2017,57.45214,38.08303,80.08753
NGA,Africa,2018,56.52002,37.91622,78.34665
NGA,Africa,2019,55.64206,37.64324,76.87931
NIC,Americas,2010,19.92137,14.04378,28.77232
NIC,Americas,2011,20.95415,14.88261,29.13815
NIC,Americas,2012,20.1217,14.1393,28.39791
NIC,Americas,2013,21.2362,15.37232,29.78953
NIC,Americas,2014,20.25059,14.56766,28.62071
NIC,Americas,2015,20.60811,14.86942,29.79425
NIC,Americas,2016,19.55939,13.98802,28.61879
NIC,Americas,2017,18.43793,12.94028,25.85125
NIC,Americas,2018,17.24307,12.38411,24.82402
NIC,Americas,2019,16.00181,10.98196,21.95873
NIU,Western Pacific,2010,6.44213,3.17372,14.53907
NIU,Western Pacific,2011,6.34358,3.21478,13.48628
NIU,Western Pacific,2012,6.43149,3.16661,13.62585
NIU,Western Pacific,2013,6.40683,3.0916,13.70113
NIU,Western Pacific,2014,6.51817,3.1496,14.02243
NIU,Western Pacific,2015,6.52981,3.30694,12.79506
NIU,Western Pacific,2016,6.75023,3.3052,13.3064
NIU,Western Pacific,2017,6.64027,3.20959,13.58851
NIU,Western Pacific,2018,6.7349,3.01937,14.11023
NIU,Western Pacific,2019,6.74203,3.15229,13.16402
NLD,Europe,2010,15.01226,14.46826,15.59742
NLD,Europe,2011,15.53418,14.99215,16.13565
NLD,Europe,2012,13.74709,13.29174,14.20743
NLD,Europe,2013,13.19624,12.77277,13.72538
NLD,Europe,2014,12.48643,12.03507,12.99617
NLD,Europe,2015,12.58504,12.14621,13.08292
NLD,Europe,2016,11.59958,11.23409,11.98092
NLD,Europe,2017,11.62645,11.26751,12.02337
NLD,Europe,2018,11.48585,11.14088,11.96658
NLD,Europe,2019,10.7416,10.38725,11.13215
NOR,Europe,2010,7.86369,7.43527,8.25533
NOR,Europe,2011,8.32307,7.84728,8.76362
NOR,Europe,2012,7.32541,6.8952,7.72022
NOR,Europe,2013,7.13364,6.69931,7.49674
NOR,Europe,2014,6.61816,6.21391,6.95975
NOR,Europe,2015,6.8203,6.41712,7.17111
NOR,Europe,2016,6.32693,5.96654,6.64777
NOR,Europe,2017,6.36199,5.9888,6.69049
NOR,Europe,2018,6.33232,5.9844,6.66463
NOR,Europe,2019,6.30111,5.94914,6.6343
NPL,South-East Asia,2010,39.77933,32.79493,48.08036
NPL,South-East Asia,2011,39.48479,34.35761,46.97219
NPL,South-East Asia,2012,40.43541,35.00715,48.38455
NPL,South-East Asia,2013,41.79461,36.08686,49.79003
NPL,South-East Asia,2014,40.29809,34.88047,48.12009
NPL,South-East Asia,2015,39.81822,34.79185,47.30376
NPL,South-East Asia,2016,38.42945,33.37754,45.66264
NPL,South-East Asia,2017,36.76309,31.78571,43.85343
NPL,South-East Asia,2018,40.05945,34.8296,47.47566
NPL,South-East Asia,2019,36.43171,31.7147,42.97017
NRU,Western Pacific,2010,7.4968,3.02657,14.97738
NRU,Western Pacific,2011,7.57982,3.00903,14.9241
NRU,Western Pacific,2012,7.4037,3.0178,14.13657
NRU,Western Pacific,2013,7.37316,2.87855,14.43199
NRU,Western Pacific,2014,7.1829,2.78692,13.7217
NRU,Western Pacific,2015,7.27544,2.91245,13.2317
NRU,Western Pacific,2016,7.33435,2.8213,13.24611
NRU,Western Pacific,2017,7.44854,2.61358,13.37809
NRU,Western Pacific,2018,7.59188,2.70198,14.7979
NRU,Western Pacific,2019,7.40486,2.89087,14.43252
NZL,Western Pacific,2010,9.34902,8.414,10.18754
NZL,Western Pacific,2011,8.54013,7.66252,9.42892
NZL,Western Pacific,2012,7.67365,7.23541,8.15733
NZL,Western Pacific,2013,7.50781,7.13262,8.15124
NZL,Western Pacific,2014,7.19456,6.85401,7.60257
NZL,Western Pacific,2015,6.93597,6.53959,7.34618
NZL,Western Pacific,2016,6.90511,6.5587,7.25559
NZL,Western Pacific,2017,7.14232,6.74278,7.58455
NZL,Western Pacific,2018,7.44725,7.00667,7.97912
NZL,Western Pacific,2019,8.60929,8.11482,9.1131
OMN,Eastern Mediterranean,2010,35.53593,22.48632,58.20497
OMN,Eastern Mediterranean,2011,35.90277,22.60259,59.22641
OMN,Eastern Mediterranean,2012,36.9132,23.00219,61.41162
OMN,Eastern Mediterranean,2013,36.20723,22.68209,59.88937
OMN,Eastern Mediterranean,2014,34.69059,21.99148,56.82396
OMN,Eastern Mediterranean,2015,35.84203,22.52628,59.1005
OMN,Eastern Mediterranean,2016,35.53841,22.39989,58.39823
OMN,Eastern Mediterranean,2017,35.99423,22.66305,59.1281
OMN,Eastern Mediterranean,2018,36.67529,22.91051,60.7818
OMN,Eastern Mediterranean,2019,34.88286,22.12731,56.88761
PAK,Eastern Mediterranean,2010,56.40357,45.68369,69.2605
PAK,Eastern Mediterranean,2011,55.33722,45.47388,67.04151
PAK,Eastern Mediterranean,2012,56.29123,45.99875,68.60881
PAK,Eastern Mediterranean,2013,59.05498,48.06485,71.97563
PAK,Eastern Mediterranean,2014,56.2618,45.55286,69.02719
PAK,Eastern Mediterranean,2015,55.89503,45.37256,67.79877
PAK,Eastern Mediterranean,2016,53.65099,43.87565,65.4513
PAK,Eastern Mediterranean,2017,51.97565,42.55322,62.73509
PAK,Eastern Mediterranean,2018,56.50438,46.53006,68.6939
PAK,Eastern Mediterranean,2019,50.13067,41.09837,59.96148
PAN,Americas,2010,14.12765,10.486,17.84568
PAN,Americas,2011,14.78085,10.91014,19.08976
PAN,Americas,2012,14.52209,10.42,18.81676
PAN,Americas,2013,15.21319,11.10753,19.10755
PAN,Americas,2014,14.51812,10.54374,18.69767
PAN,Americas,2015,14.86951,10.70275,18.76481
PAN,Americas,2016,14.03824,10.25996,17.84878
PAN,Americas,2017,13.38493,9.68015,17.04775
PAN,Americas,2018,12.37203,8.98903,15.85925
PAN,Americas,2019,11.77915,8.45551,15.12566
PER,Americas,2010,29.59087,23.01205,38.51786
PER,Americas,2011,28.47326,22.38318,35.97425
PER,Americas,2012,29.99227,23.68116,37.68687
PER,Americas,2013,30.46651,23.91335,39.70953
PER,Americas,2014,31.47109,24.9451,41.14047
PER,Americas,2015,30.28824,23.88527,38.53675
PER,Americas,2016,29.48786,22.69985,37.50371
PER,Americas,2017,27.75851,21.20036,36.00919
PER,Americas,2018,28.81163,22.26174,36.99731
PER,Americas,2019,29.06587,22.2001,38.42181
PHL,Western Pacific,2010,23.81843,20.00283,29.63852
PHL,Western Pacific,2011,22.13145,18.15793,26.56163
PHL,Western Pacific,2012,23.35276,19.89016,26.80554
PHL,Western Pacific,2013,24.20666,20.57429,28.36047
PHL,Western Pacific,2014,21.54303,18.51304,24.82628
PHL,Western Pacific,2015,22.05308,18.54593,25.3003
PHL,Western Pacific,2016,23.90306,20.43047,26.5448
PHL,Western Pacific,2017,21.62402,18.60763,24.8266
PHL,Western Pacific,2018,21.51733,17.94289,24.82572
PHL,Western Pacific,2019,22.45141,19.16015,25.91234
PLW,Western Pacific,2010,7.22831,2.85857,17.57003
PLW,Western Pacific,2011,7.60687,3.10798,18.45766
PLW,Western Pacific,2012,7.77952,2.88333,17.45007
PLW,Western Pacific,2013,7.77074,2.88382,19.07808
PLW,Western Pacific,2014,7.75975,2.85324,18.62048
PLW,Western Pacific,2015,8.01579,3.00284,18.78435
PLW,Western Pacific,2016,7.58828,2.79118,16.20298
PLW,Western Pacific,2017,7.49994,2.72419,16.52762
PLW,Western Pacific,2018,7.77358,2.70346,16.5893
PLW,Western Pacific,2019,7.82424,2.92714,17.41972
PNG,Western Pacific,2010,8.65084,2.76593,19.04346
PNG,Western Pacific,2011,8.27803,3.00666,20.12927
PNG,Western Pacific,2012,8.38956,2.98464,20.77899
PNG,Western Pacific,2013,8.38809,2.85336,20.37914
PNG,Western Pacific,2014,8.38693,3.02653,20.12882
PNG,Western Pacific,2015,8.96576,3.33522,20.82443
PNG,Western Pacific,2016,8.68582,3.19374,19.98579
PNG,Western Pacific,2017,8.8705,3.08986,20.03146
PNG,Western Pacific,2018,8.92571,3.1543,19.98135
PNG,Western Pacific,2019,8.88558,3.18037,19.45226
POL,Europe,2010,26.32189,25.68319,27.04596
POL,Europe,2011,27.01823,26.38234,27.56379
POL,Europe,2012,24.46697,23.95769,24.92381
POL,Europe,2013,23.36101,22.93261,23.93311
POL,Europe,2014,23.45474,22.99847,23.91223
POL,Europe,2015,22.58791,22.08768,23.19435
POL,Europe,2016,21.34448,20.81073,21.81403
POL,Europe,2017,21.9609,21.36264,22.41861
POL,Europe,2018,22.51081,21.99455,23.05232
POL,Europe,2019,18.82808,18.40421,19.19695
PRK,South-East Asia,2010,50.40548,37.98226,65.52334
PRK,South-East Asia,2011,55.17787,40.70867,72.45299
PRK,South-East Asia,2012,56.46034,43.07712,73.64288
PRK,South-East Asia,2013,68.48237,50.82543,87.86215
PRK,South-East Asia,2014,60.0937,45.31046,77.31496
PRK,South-East Asia,2015,56.44233,42.69394,72.96409
PRK,South-East Asia,2016,51.03666,38.55879,66.24984
PRK,South-East Asia,2017,50.32324,38.00685,65.01809
PRK,South-East Asia,2018,43.532,33.03798,56.34065
PRK,South-East Asia,2019,41.46032,31.42461,53.61363
PRT,Europe,2010,10.54772,10.15494,10.86935
PRT,Europe,2011,10.67923,10.26914,11.06746
PRT,Europe,2012,9.43022,9.08995,9.74469
PRT,Europe,2013,9.44265,9.10216,9.76448
PRT,Europe,2014,7.8954,7.59955,8.11892
PRT,Europe,2015,8.67534,8.36788,8.92925
PRT,Europe,2016,8.41931,8.12207,8.70878
PRT,Europe,2017,9.03849,8.6954,9.35431
PRT,Europe,2018,7.89586,7.61127,8.15129
PRT,Europe,2019,7.34244,7.10357,7.5747
PRY,Americas,2010,16.36973,12.268,23.86811
PRY,Americas,2011,15.8887,11.97168,23.18896
PRY,Americas,2012,15.26003,11.528,22.36538
PRY,Americas,2013,14.33518,10.82851,21.3056
PRY,Americas,2014,14.08261,10.56223,20.97179
PRY,Americas,2015,13.00169,9.89004,18.99388
PRY,Americas,2016,13.26532,10.02703,19.43419
PRY,Americas,2017,16.35836,12.53265,23.9161
PRY,Americas,2018,12.1112,9.07199,17.64068
PRY,Americas,2019,12.30993,9.31927,17.95019
PSE,Eastern Mediterranean,2010,29.4186,21.04017,39.8329
PSE,Eastern Mediterranean,2011,28.7703,20.73937,38.88985
PSE,Eastern Mediterranean,2012,29.45407,21.06542,39.86351
PSE,Eastern Mediterranean,2013,29.84821,21.25133,40.46237
PSE,Eastern Mediterranean,2014,30.03145,21.34173,40.76739
PSE,Eastern Mediterranean,2015,30.4868,21.55957,41.48623
PSE,Eastern Mediterranean,2016,30.29228,21.47173,41.18814
PSE,Eastern Mediterranean,2017,29.81358,21.26074,40.28298
PSE,Eastern Mediterranean,2018,30.51881,21.59247,41.41551
PSE,Eastern Mediterranean,2019,30.8191,21.73442,41.91581
QAT,Eastern Mediterranean,2010,64.27163,49.20683,77.33676
QAT,Eastern Mediterranean,2011,63.84025,48.84191,76.71757
QAT,Eastern Mediterranean,2012,63.83774,48.86788,76.69489
QAT,Eastern Mediterranean,2013,61.36537,47.49435,73.19581
QAT,Eastern Mediterranean,2014,58.29297,45.19922,69.16846
QAT,Eastern Mediterranean,2015,65.9073,50.27941,79.53372
QAT,Eastern Mediterranean,2016,61.29524,47.48756,73.16184
QAT,Eastern Mediterranean,2017,63.11193,48.57697,75.64453
QAT,Eastern Mediterranean,2018,62.6647,48.35637,75.02082
QAT,Eastern Mediterranean,2019,59.03746,45.74071,70.19674
ROU,Europe,2010,18.05504,17.41938,18.65196
ROU,Europe,2011,18.67849,17.97155,19.27966
ROU,Europe,2012,16.96099,16.25189,17.5574
ROU,Europe,2013,15.95671,15.35081,16.4411
ROU,Europe,2014,15.96018,15.41786,16.52268
ROU,Europe,2015,15.41342,14.83141,16.07208
ROU,Europe,2016,14.84775,14.12884,15.49082
ROU,Europe,2017,15.3241,14.58222,15.94016
ROU,Europe,2018,15.59612,14.80166,16.43284
ROU,Europe,2019,13.30043,12.55027,14.09724
RUS,Europe,2010,11.8813,9.67118,14.68425
RUS,Europe,2011,10.52571,8.32023,13.18884
RUS,Europe,2012,10.22086,8.3109,12.29654
RUS,Europe,2013,10.46019,8.39758,12.97377
RUS,Europe,2014,10.79947,8.77586,13.19306
RUS,Europe,2015,9.48913,7.70295,11.56542
RUS,Europe,2016,8.71282,7.07069,11.02567
RUS,Europe,2017,8.38309,6.80357,10.39721
RUS,Europe,2018,9.22426,7.62076,11.24895
RUS,Europe,2019,8.88468,7.30639,10.84504
RWA,Africa,2010,34.39619,11.86233,69.01577
RWA,Africa,2011,34.80846,11.88801,70.35329
RWA,Africa,2012,35.33117,11.91846,71.9847
RWA,Africa,2013,34.87908,11.92439,70.42173
RWA,Africa,2014,34.9263,11.94006,70.44967
RWA,Africa,2015,34.68945,11.95406,69.69926
RWA,Africa,2016,34.97191,11.98166,70.573
RWA,Africa,2017,34.7134,11.99518,69.78996
RWA,Africa,2018,34.91829,12.01496,70.4185
RWA,Africa,2019,35.65776,12.05254,72.85885
SAU,Eastern Mediterranean,2010,56.55127,40.0669,74.43287
SAU,Eastern Mediterranean,2011,56.6517,39.92496,75.11008
SAU,Eastern Mediterranean,2012,58.60077,41.55355,77.34657
SAU,Eastern Mediterranean,2013,57.09528,40.32735,75.5196
SAU,Eastern Mediterranean,2014,52.95536,37.07522,70.03076
SAU,Eastern Mediterranean,2015,58.47575,41.37294,77.34268
SAU,Eastern Mediterranean,2016,55.75664,39.29154,73.51136
SAU,Eastern Mediterranean,2017,58.46789,41.36972,77.10368
SAU,Eastern Mediterranean,2018,58.30433,41.14879,77.32955
SAU,Eastern Mediterranean,2019,57.15638,40.08529,76.03679
SDN,Eastern Mediterranean,2010,22.00686,11.09078,40.44116
SDN,Eastern Mediterranean,2011,22.61182,11.19224,41.83424
SDN,Eastern Mediterranean,2012,22.60951,11.21489,41.75525
SDN,Eastern Mediterranean,2013,21.93584,11.1145,40.2524
SDN,Eastern Mediterranean,2014,21.39796,10.99451,39.09199
SDN,Eastern Mediterranean,2015,22.55149,11.1908,41.68361
SDN,Eastern Mediterranean,2016,22.41052,11.15473,41.24092
SDN,Eastern Mediterranean,2017,22.73444,11.21904,41.88522
SDN,Eastern Mediterranean,2018,21.88573,11.08098,39.88121
SDN,Eastern Mediterranean,2019,21.42613,11.00884,38.90852
SEAR,,2010,47.65426,43.69906,51.51935
SEAR,,2011,47.31515,45.18162,49.46708
SEAR,,2012,48.1556,46.58019,50.16192
SEAR,,2013,50.35609,48.16563,52.70839
SEAR,,2014,47.99703,46.10054,50.07872
SEAR,,2015,47.7425,45.89646,49.87614
SEAR,,2016,46.11154,44.42593,48.00177
SEAR,,2017,44.26394,42.86644,46.03661
SEAR,,2018,47.47836,45.73621,49.59158
SEAR,,2019,43.59033,42.01163,45.44101
SEN,Africa,2010,36.73364,21.18505,55.40315
SEN,Africa,2011,37.61465,21.51122,56.49995
SEN,Africa,2012,38.97932,22.00887,58.20181
SEN,Africa,2013,36.88208,21.42204,55.4259
SEN,Africa,2014,37.6937,21.68567,56.60447
SEN,Africa,2015,39.90025,22.4264,59.44113
SEN,Africa,2016,38.67131,22.09644,57.89647
SEN,Africa,2017,39.88987,22.51736,59.51323
SEN,Africa,2018,39.07941,22.32002,58.43738
SEN,Africa,2019,38.21284,22.10697,57.28588
SGP,Western Pacific,2010,16.89388,13.1344,22.24698
